,Unnamed: 0_x,doi,fk_idx,cole_idx,date,Unnamed: 0_y,subject,"doi,subject",period,Discipline
1,0,s43018-020-00111-6,15.1,25.62,2020-09-14 00:00:00+00:00,4,Cancer,,Before,Biological sciences
2,0,s43018-020-00111-6,15.1,25.62,2020-09-14 00:00:00+00:00,5,Cancer immunotherapy,,Before,Biological sciences
5,1,s43016-020-00184-7,18.6,54.57,2020-10-20 00:00:00+00:00,18,Agriculture,,Before,Scientific community and society
7,1,s43016-020-00184-7,18.6,54.57,2020-10-20 00:00:00+00:00,20,Environmental sciences,,Before,Earth and environmental sciences
8,1,s43016-020-00184-7,18.6,54.57,2020-10-20 00:00:00+00:00,21,Social sciences,,Before,Scientific community and society
14,4,s43018-020-00138-9,18.0,34.25,2020-11-17 00:00:00+00:00,27,Cancer,,Before,Biological sciences
15,4,s43018-020-00138-9,18.0,34.25,2020-11-17 00:00:00+00:00,28,Cancer immunotherapy,,Before,Biological sciences
19,5,s43018-020-00115-2,16.7,27.88,2020-09-28 00:00:00+00:00,37,Cancer,,Before,Biological sciences
20,5,s43018-020-00115-2,16.7,27.88,2020-09-28 00:00:00+00:00,38,Cancer metabolism,,Before,Biological sciences
22,6,s43246-020-00087-x,14.7,26.02,2020-11-12 00:00:00+00:00,43,Engineering,,Before,Physical sciences
23,6,s43246-020-00087-x,14.7,26.02,2020-11-12 00:00:00+00:00,44,Materials science,,Before,Physical sciences
25,7,s43018-020-00112-5,18.3,28.76,2020-09-21 00:00:00+00:00,46,Cancer,,Before,Biological sciences
26,7,s43018-020-00112-5,18.3,28.76,2020-09-21 00:00:00+00:00,47,Cancer genomics,,Before,Biological sciences
27,7,s43018-020-00112-5,18.3,28.76,2020-09-21 00:00:00+00:00,48,Cancer metabolism,,Before,Biological sciences
30,8,s43018-020-00110-7,16.0,29.62,2020-09-18 00:00:00+00:00,51,Cancer,,Before,Biological sciences
31,8,s43018-020-00110-7,16.0,29.62,2020-09-18 00:00:00+00:00,52,Tumour immunology,,Before,Biological sciences
32,9,s43247-020-00061-y,16.1,28.46,2020-12-18 00:00:00+00:00,71,Atmospheric chemistry,,Before,Physical sciences
33,9,s43247-020-00061-y,16.1,28.46,2020-12-18 00:00:00+00:00,72,Biogeochemistry,,Before,Earth and environmental sciences
35,9,s43247-020-00061-y,16.1,28.46,2020-12-18 00:00:00+00:00,74,Marine chemistry,,Before,Physical sciences
42,11,s43247-020-00069-4,15.5,25.62,2020-12-18 00:00:00+00:00,81,Fire ecology,,Before,Biological sciences
43,11,s43247-020-00069-4,15.5,25.62,2020-12-18 00:00:00+00:00,82,Forest ecology,,Before,Biological sciences
44,11,s43247-020-00069-4,15.5,25.62,2020-12-18 00:00:00+00:00,83,Forestry,,Before,Scientific community and society
47,12,s43247-020-00074-7,14.7,26.78,2020-12-18 00:00:00+00:00,86,Hydrology,,Before,Earth and environmental sciences
50,13,s43246-020-00103-0,18.9,30.9,2020-12-18 00:00:00+00:00,89,Electrical and electronic engineering,,Before,Physical sciences
52,0,s41522-020-00162-8,16.6,26.84,2020-11-12 00:00:00+00:00,2,Microbial ecology,,Before,Biological sciences
57,2,s41522-020-00165-5,15.4,26.26,2020-11-13 00:00:00+00:00,7,Microbial genetics,,Before,Biological sciences
59,3,s41477-020-0727-y,16.3,54.1,2020-06-26 00:00:00+00:00,9,Plant evolution,,Before,Biological sciences
60,3,s41477-020-0727-y,16.3,54.1,2020-06-26 00:00:00+00:00,10,Plant genetics,,Before,Biological sciences
65,6,s41531-020-00137-8,17.6,28.7,2020-11-13 00:00:00+00:00,15,Cellular neuroscience,,Before,Biological sciences
66,6,s41531-020-00137-8,17.6,28.7,2020-11-13 00:00:00+00:00,16,Epigenetics,,Before,Biological sciences
69,7,s41522-020-00163-7,16.4,27.59,2020-11-12 00:00:00+00:00,19,Microbial genetics,,Before,Biological sciences
70,7,s41522-020-00163-7,16.4,27.59,2020-11-12 00:00:00+00:00,20,Molecular evolution,,Before,Biological sciences
72,8,s41522-020-00161-9,15.6,26.27,2020-11-13 00:00:00+00:00,22,Microbial ecology,,Before,Biological sciences
74,9,s41522-020-00164-6,17.5,29.91,2020-11-12 00:00:00+00:00,24,Environmental microbiology,,Before,Biological sciences
75,9,s41522-020-00164-6,17.5,29.91,2020-11-12 00:00:00+00:00,25,Microbial ecology,,Before,Biological sciences
77,10,s41394-020-00323-z,19.7,26.74,2020-08-17 00:00:00+00:00,27,Spinal cord diseases,,Before,Health sciences
83,14,s41523-020-00177-6,18.1,27.61,2020-08-13 00:00:00+00:00,33,Breast cancer,,Before,Biological sciences
84,15,s41524-020-00391-7,18.0,29.8,2020-08-18 00:00:00+00:00,34,Electrical and electronic engineering,,Before,Physical sciences
94,19,s41420-020-00356-1,18.3,27.48,2020-11-10 00:00:00+00:00,68,Dental diseases,,Before,Health sciences
95,20,s41540-020-00156-4,15.7,28.52,2020-11-10 00:00:00+00:00,71,Diseases,,Before,Health sciences
96,20,s41540-020-00156-4,15.7,28.52,2020-11-10 00:00:00+00:00,72,Neurology,,Before,Health sciences
98,20,s41540-020-00156-4,15.7,28.52,2020-11-10 00:00:00+00:00,74,Systems biology,,Before,Biological sciences
99,0,s41535-020-0218-4,16.9,26.21,2020-03-06 00:00:00+00:00,0,Condensed-matter physics,,Before,Physical sciences
102,1,s41525-020-0120-9,16.8,25.98,2020-03-10 00:00:00+00:00,3,Cancer,,Before,Biological sciences
103,1,s41525-020-0120-9,16.8,25.98,2020-03-10 00:00:00+00:00,4,Cancer imaging,,Before,Biological sciences
104,1,s41525-020-0120-9,16.8,25.98,2020-03-10 00:00:00+00:00,5,CNS cancer,,Before,Biological sciences
105,1,s41525-020-0120-9,16.8,25.98,2020-03-10 00:00:00+00:00,6,Computational biology and bioinformatics,,Before,Biological sciences
108,3,s41541-020-0173-x,17.4,26.79,2020-03-18 00:00:00+00:00,9,Biotechnology,,Before,Biological sciences
109,3,s41541-020-0173-x,17.4,26.79,2020-03-18 00:00:00+00:00,10,Immunology,,Before,Biological sciences
110,4,s41535-020-0216-6,14.5,26.54,2020-03-04 00:00:00+00:00,11,Condensed-matter physics,,Before,Physical sciences
112,5,s41541-020-0168-7,17.6,27.66,2020-03-12 00:00:00+00:00,13,Immunology,,Before,Biological sciences
113,5,s41541-020-0168-7,17.6,27.66,2020-03-12 00:00:00+00:00,14,Microbiology,,Before,Biological sciences
129,12,s41578-020-0194-0,15.5,16.71,2020-03-18 00:00:00+00:00,30,Optics and photonics,,Before,Physical sciences
131,13,s41564-020-0709-x,16.4,28.23,2020-04-27 00:00:00+00:00,32,Infectious diseases,,Before,Health sciences
132,13,s41564-020-0709-x,16.4,28.23,2020-04-27 00:00:00+00:00,33,Microbial ecology,,Before,Biological sciences
135,14,s41392-020-00350-0,16.3,26.56,2020-10-09 00:00:00+00:00,36,Pathogenesis,,Before,Health sciences
136,14,s41392-020-00350-0,16.3,26.56,2020-10-09 00:00:00+00:00,37,Structural biology,,Before,Biological sciences
139,16,s41525-020-0133-4,17.6,27.66,2020-06-05 00:00:00+00:00,40,Cancer genomics,,Before,Biological sciences
141,17,s41392-020-00351-z,19.8,26.23,2020-10-10 00:00:00+00:00,42,Infectious diseases,,Before,Health sciences
143,18,s41392-020-00356-8,21.2,33.06,2020-10-09 00:00:00+00:00,44,Tumour immunology,,Before,Biological sciences
144,19,s41392-020-00359-5,17.4,27.19,2020-10-19 00:00:00+00:00,45,Cancer metabolism,,Before,Biological sciences
145,19,s41392-020-00359-5,17.4,27.19,2020-10-19 00:00:00+00:00,46,Cancer microenvironment,,Before,Biological sciences
146,20,s41392-020-00358-6,20.0,36.98,2020-10-19 00:00:00+00:00,47,Cancer genetics,,Before,Biological sciences
147,20,s41392-020-00358-6,20.0,36.98,2020-10-19 00:00:00+00:00,48,Cancer metabolism,,Before,Biological sciences
148,20,s41392-020-00358-6,20.0,36.98,2020-10-19 00:00:00+00:00,49,Cancer therapy,,Before,Biological sciences
161,25,s41536-020-0088-1,15.5,25.56,2020-02-21 00:00:00+00:00,62,Mesenchymal stem cells,,Before,Biological sciences
172,30,s41541-020-0164-y,17.2,28.98,2020-02-14 00:00:00+00:00,73,Immunology,,Before,Biological sciences
180,2,s43018-019-0019-5,16.2,27.36,2020-01-20 00:00:00+00:00,11,Tumour immunology,,Before,Biological sciences
183,3,s43247-020-00048-9,15.3,26.03,2020-11-09 00:00:00+00:00,14,Natural hazards,,Before,Earth and environmental sciences
187,4,s43247-020-00075-6,14.9,25.04,2020-12-23 00:00:00+00:00,18,Hydrology,,Before,Earth and environmental sciences
188,5,s43246-020-00050-w,16.9,29.17,2020-08-03 00:00:00+00:00,19,Materials science,,Before,Physical sciences
189,5,s43246-020-00050-w,16.9,29.17,2020-08-03 00:00:00+00:00,20,Nanoscience and technology,,Before,Physical sciences
197,8,s43246-020-00084-0,15.6,27.77,2020-11-06 00:00:00+00:00,28,Optics and photonics,,Before,Physical sciences
198,9,s43246-020-0045-y,15.2,26.14,2020-07-24 00:00:00+00:00,31,Condensed-matter physics,,Before,Physical sciences
200,10,s43018-020-00117-0,17.5,19.26,2020-09-03 00:00:00+00:00,33,Cancer,,Before,Biological sciences
201,10,s43018-020-00117-0,17.5,19.26,2020-09-03 00:00:00+00:00,34,Cancer metabolism,,Before,Biological sciences
202,10,s43018-020-00117-0,17.5,19.26,2020-09-03 00:00:00+00:00,35,Cancer therapy,,Before,Biological sciences
204,11,s43018-020-0086-7,17.7,29.39,2020-07-06 00:00:00+00:00,37,Cancer metabolism,,Before,Biological sciences
208,13,s43018-020-0061-3,16.0,28.57,2020-05-18 00:00:00+00:00,45,Cancer immunotherapy,,Before,Biological sciences
209,13,s43018-020-0061-3,16.0,28.57,2020-05-18 00:00:00+00:00,46,Immunogenetics,,Before,Biological sciences
212,13,s43018-020-0061-3,16.0,28.57,2020-05-18 00:00:00+00:00,49,Tumour immunology,,Before,Biological sciences
214,14,s43247-020-00043-0,15.6,30.03,2020-11-04 00:00:00+00:00,55,Ocean sciences,,Before,Earth and environmental sciences
216,15,s43246-020-00081-3,16.8,27.83,2020-11-04 00:00:00+00:00,57,Organic molecules in materials science,,Before,Physical sciences
219,16,s43247-020-00039-w,15.3,26.38,2020-11-02 00:00:00+00:00,60,Biogeochemistry,,Before,Earth and environmental sciences
220,16,s43247-020-00039-w,15.3,26.38,2020-11-02 00:00:00+00:00,61,Environmental chemistry,,Before,Physical sciences
221,17,s43247-020-00041-2,17.2,28.12,2020-11-04 00:00:00+00:00,62,Atmospheric chemistry,,Before,Physical sciences
225,19,s43018-020-0078-7,18.3,31.18,2020-06-22 00:00:00+00:00,74,Cancer,,Before,Biological sciences
226,19,s43018-020-0078-7,18.3,31.18,2020-06-22 00:00:00+00:00,75,Cancer prevention,,Before,Biological sciences
230,20,s43018-020-0075-x,15.2,27.25,2020-06-22 00:00:00+00:00,79,Tumour immunology,,Before,Biological sciences
231,21,s43018-020-0082-y,16.3,27.65,2020-06-29 00:00:00+00:00,80,Breast cancer,,Before,Biological sciences
232,21,s43018-020-0082-y,16.3,27.65,2020-06-29 00:00:00+00:00,81,Cancer microenvironment,,Before,Biological sciences
233,22,s43018-020-0080-0,17.4,29.91,2020-06-22 00:00:00+00:00,82,Cancer,,Before,Biological sciences
234,22,s43018-020-0080-0,17.4,29.91,2020-06-22 00:00:00+00:00,83,Genetics,,Before,Biological sciences
240,2,s41564-020-00836-1,18.1,28.82,2020-12-21 00:00:00+00:00,9,Computational biology and bioinformatics,,Before,Biological sciences
242,2,s41564-020-00836-1,18.1,28.82,2020-12-21 00:00:00+00:00,11,Molecular evolution,,Before,Biological sciences
243,2,s41564-020-00836-1,18.1,28.82,2020-12-21 00:00:00+00:00,12,Phylogenetics,,Before,Biological sciences
245,3,s41564-020-00805-8,15.5,28.68,2020-12-21 00:00:00+00:00,14,Cell biology,,Before,Biological sciences
246,3,s41564-020-00805-8,15.5,28.68,2020-12-21 00:00:00+00:00,15,Cellular microbiology,,Before,Biological sciences
247,3,s41564-020-00805-8,15.5,28.68,2020-12-21 00:00:00+00:00,16,Epigenetics,,Before,Biological sciences
248,3,s41564-020-00805-8,15.5,28.68,2020-12-21 00:00:00+00:00,17,Pathogenesis,,Before,Health sciences
259,7,s41560-020-00735-z,17.7,29.8,2020-12-07 00:00:00+00:00,36,Electrochemistry,,Before,Physical sciences
263,8,s41578-020-00273-w,17.0,18.57,2020-12-09 00:00:00+00:00,40,Pluripotent stem cells,,Before,Biological sciences
268,10,s41560-020-00760-y,18.6,56.48,2020-12-09 00:00:00+00:00,45,Electrochemistry,,Before,Physical sciences
275,12,s41477-020-00825-6,16.3,55.55,2020-12-01 00:00:00+00:00,68,Plant genetics,,Before,Biological sciences
279,14,s41564-020-00842-3,18.3,26.63,2020-12-21 00:00:00+00:00,72,Bacterial physiology,,Before,Biological sciences
280,14,s41564-020-00842-3,18.3,26.63,2020-12-21 00:00:00+00:00,73,Cellular microbiology,,Before,Biological sciences
281,14,s41564-020-00842-3,18.3,26.63,2020-12-21 00:00:00+00:00,74,Microbial genetics,,Before,Biological sciences
288,1,s41564-020-0671-7,22.2,57.47,2020-01-21 00:00:00+00:00,4,Infectious diseases,,Before,Health sciences
290,1,s41564-020-0671-7,22.2,57.47,2020-01-21 00:00:00+00:00,6,Microbial genetics,,Before,Biological sciences
292,2,s41536-020-0097-0,15.7,25.63,2020-06-15 00:00:00+00:00,8,Neural stem cells,,Before,Biological sciences
301,5,s41536-020-0098-z,16.2,28.17,2020-06-12 00:00:00+00:00,17,Skin stem cells,,Before,Biological sciences
303,6,s41541-020-0194-5,17.2,26.5,2020-06-09 00:00:00+00:00,19,Health care,,Before,Health sciences
304,6,s41541-020-0194-5,17.2,26.5,2020-06-09 00:00:00+00:00,20,Immunology,,Before,Biological sciences
305,6,s41541-020-0194-5,17.2,26.5,2020-06-09 00:00:00+00:00,21,Microbiology,,Before,Biological sciences
306,7,s41541-020-0201-x,19.0,26.57,2020-06-16 00:00:00+00:00,22,Tumour immunology,,Before,Biological sciences
315,10,s41564-020-0687-z,18.5,32.29,2020-03-09 00:00:00+00:00,31,Bacterial physiology,,Before,Biological sciences
316,10,s41564-020-0687-z,18.5,32.29,2020-03-09 00:00:00+00:00,32,Bacterial structural biology,,Before,Biological sciences
320,11,s41564-020-0673-5,18.0,32.05,2020-03-02 00:00:00+00:00,36,Bacterial pathogenesis,,Before,Health sciences
324,12,s41560-020-0645-2,20.9,31.38,2020-07-13 00:00:00+00:00,40,Energy and society,,Before,Scientific community and society
325,12,s41560-020-0645-2,20.9,31.38,2020-07-13 00:00:00+00:00,41,Energy science and technology,,Before,Physical sciences
332,14,s41564-020-0699-8,18.5,24.19,2020-03-26 00:00:00+00:00,48,Microbiology,,Before,Biological sciences
333,15,s41392-020-00366-6,17.6,24.82,2020-10-30 00:00:00+00:00,49,Cancer therapy,,Before,Biological sciences
334,15,s41392-020-00366-6,17.6,24.82,2020-10-30 00:00:00+00:00,50,Lung cancer,,Before,Biological sciences
335,16,s41392-020-00369-3,16.2,26.2,2020-10-30 00:00:00+00:00,51,Structural biology,,Before,Biological sciences
339,18,s41392-020-00364-8,17.8,26.9,2020-10-30 00:00:00+00:00,55,Cancer therapy,,Before,Biological sciences
340,18,s41392-020-00364-8,17.8,26.9,2020-10-30 00:00:00+00:00,56,Tumour immunology,,Before,Biological sciences
341,19,s41392-020-00365-7,16.7,30.77,2020-10-30 00:00:00+00:00,57,Biophysics,,Before,Biological sciences
351,24,s41541-020-0195-4,17.2,25.86,2020-06-02 00:00:00+00:00,67,Biotechnology,,Before,Biological sciences
352,24,s41541-020-0195-4,17.2,25.86,2020-06-02 00:00:00+00:00,68,Immunology,,Before,Biological sciences
353,25,s41535-020-0235-3,16.4,28.7,2020-06-03 00:00:00+00:00,69,Condensed-matter physics,,Before,Physical sciences
354,25,s41535-020-0235-3,16.4,28.7,2020-06-03 00:00:00+00:00,70,Optical physics,,Before,Physical sciences
357,27,s41541-020-0191-8,16.0,26.85,2020-06-02 00:00:00+00:00,73,Biotechnology,,Before,Biological sciences
358,27,s41541-020-0191-8,16.0,26.85,2020-06-02 00:00:00+00:00,74,Immunology,,Before,Biological sciences
359,27,s41541-020-0191-8,16.0,26.85,2020-06-02 00:00:00+00:00,75,Microbiology,,Before,Biological sciences
368,30,s41560-019-0546-4,19.0,31.77,2020-02-10 00:00:00+00:00,84,Energy and society,,Before,Scientific community and society
374,0,s41526-020-00125-5,17.0,27.14,2020-12-01 00:00:00+00:00,0,Biomedical engineering,,Before,Physical sciences
375,0,s41526-020-00125-5,17.0,27.14,2020-12-01 00:00:00+00:00,1,Stem cells,,Before,Biological sciences
378,2,s41522-020-00170-8,16.9,28.92,2020-12-02 00:00:00+00:00,4,Applied microbiology,,Before,Biological sciences
380,2,s41522-020-00170-8,16.9,28.92,2020-12-02 00:00:00+00:00,6,Microbial ecology,,Before,Biological sciences
383,3,s41522-020-00166-4,17.9,28.12,2020-12-02 00:00:00+00:00,9,Microbiology,,Before,Biological sciences
384,4,s41421-020-00213-6,15.8,30.08,2020-12-01 00:00:00+00:00,10,Cell biology,,Before,Biological sciences
385,4,s41421-020-00213-6,15.8,30.08,2020-12-01 00:00:00+00:00,11,Developmental biology,,Before,Biological sciences
386,4,s41421-020-00213-6,15.8,30.08,2020-12-01 00:00:00+00:00,12,Haematopoietic stem cells,,Before,Biological sciences
387,5,s41378-020-00204-3,14.5,25.85,2020-11-30 00:00:00+00:00,18,Electrical and electronic engineering,,Before,Physical sciences
391,7,s41378-020-00216-z,15.1,25.62,2020-11-30 00:00:00+00:00,22,Engineering,,Before,Physical sciences
392,7,s41378-020-00216-z,15.1,25.62,2020-11-30 00:00:00+00:00,23,Nanoscience and technology,,Before,Physical sciences
393,8,s41420-020-00360-5,17.2,26.79,2020-11-30 00:00:00+00:00,24,Cancer,,Before,Biological sciences
395,9,s41378-020-00214-1,17.3,28.69,2020-11-30 00:00:00+00:00,26,Electrical and electronic engineering,,Before,Physical sciences
399,11,s41405-020-00054-1,15.8,25.98,2020-11-28 00:00:00+00:00,30,Health care,,Before,Health sciences
400,12,s41378-020-00220-3,16.2,28.75,2020-11-30 00:00:00+00:00,31,Chemistry,,Before,Physical sciences
401,12,s41378-020-00220-3,16.2,28.75,2020-11-30 00:00:00+00:00,32,Engineering,,Before,Physical sciences
402,12,s41378-020-00220-3,16.2,28.75,2020-11-30 00:00:00+00:00,33,Materials science,,Before,Physical sciences
403,12,s41378-020-00220-3,16.2,28.75,2020-11-30 00:00:00+00:00,34,Nanoscience and technology,,Before,Physical sciences
405,14,s41405-020-00044-3,16.2,25.33,2020-09-24 00:00:00+00:00,36,Oral cancer,,Before,Biological sciences
410,16,s41522-020-00167-3,15.9,27.47,2020-11-27 00:00:00+00:00,49,Microbial genetics,,Before,Biological sciences
424,22,s41523-020-00203-7,17.4,28.53,2020-11-27 00:00:00+00:00,68,Breast cancer,,Before,Biological sciences
425,22,s41523-020-00203-7,17.4,28.53,2020-11-27 00:00:00+00:00,69,Cancer imaging,,Before,Biological sciences
444,2,s41541-020-00257-5,17.0,27.95,2020-12-17 00:00:00+00:00,11,Viral pathogenesis,,Before,Health sciences
447,3,s41560-020-0600-2,18.6,29.34,2020-04-13 00:00:00+00:00,14,Energy and society,,Before,Scientific community and society
452,4,s41564-020-0685-1,17.4,28.17,2020-04-13 00:00:00+00:00,19,Microbial ecology,,Before,Biological sciences
453,5,s41560-020-0589-6,17.9,24.65,2020-03-30 00:00:00+00:00,20,Environmental social sciences,,Before,Earth and environmental sciences
458,6,s41564-020-0718-9,21.0,57.47,2020-04-16 00:00:00+00:00,25,Bacterial pathogenesis,,Before,Health sciences
461,7,s41564-020-0700-6,18.0,28.76,2020-04-06 00:00:00+00:00,28,Bacterial physiology,,Before,Biological sciences
463,7,s41564-020-0700-6,18.0,28.76,2020-04-06 00:00:00+00:00,30,Environmental microbiology,,Before,Biological sciences
464,8,s41564-020-0703-3,16.6,27.54,2020-04-13 00:00:00+00:00,31,Bacterial physiology,,Before,Biological sciences
465,8,s41564-020-0703-3,16.6,27.54,2020-04-13 00:00:00+00:00,32,Bacterial structural biology,,Before,Biological sciences
468,9,s41564-020-0728-7,22.0,61.64,2020-04-29 00:00:00+00:00,35,Archaeal physiology,,Before,Biological sciences
469,9,s41564-020-0728-7,22.0,61.64,2020-04-29 00:00:00+00:00,36,Biogeochemistry,,Before,Earth and environmental sciences
470,9,s41564-020-0728-7,22.0,61.64,2020-04-29 00:00:00+00:00,37,Microbial ecology,,Before,Biological sciences
474,11,s41392-020-00355-9,18.6,30.61,2020-10-15 00:00:00+00:00,41,Infectious diseases,,Before,Health sciences
475,12,s41392-020-00327-z,17.1,29.1,2020-10-15 00:00:00+00:00,42,Cancer microenvironment,,Before,Biological sciences
476,12,s41392-020-00327-z,17.1,29.1,2020-10-15 00:00:00+00:00,43,Cancer therapy,,Before,Biological sciences
477,12,s41392-020-00327-z,17.1,29.1,2020-10-15 00:00:00+00:00,44,Tumour immunology,,Before,Biological sciences
478,13,s41541-020-00248-6,16.6,26.79,2020-10-16 00:00:00+00:00,45,Infectious diseases,,Before,Health sciences
483,15,s41535-020-0234-4,17.3,29.28,2020-05-18 00:00:00+00:00,50,Chemical physics,,Before,Physical sciences
490,19,s41564-020-0743-8,21.1,34.51,2020-06-22 00:00:00+00:00,57,Genetics,,Before,Biological sciences
496,21,s41564-020-0684-2,16.1,28.28,2020-03-23 00:00:00+00:00,63,Biochemistry,,Before,Biological sciences
499,21,s41564-020-0684-2,16.1,28.28,2020-03-23 00:00:00+00:00,66,Cellular microbiology,,Before,Biological sciences
515,26,s41560-020-0606-9,16.3,53.58,2020-03-30 00:00:00+00:00,82,Energy and society,,Before,Scientific community and society
516,26,s41560-020-0606-9,16.3,53.58,2020-03-30 00:00:00+00:00,83,Energy science and technology,,Before,Physical sciences
517,26,s41560-020-0606-9,16.3,53.58,2020-03-30 00:00:00+00:00,84,Environmental social sciences,,Before,Earth and environmental sciences
519,27,s41564-020-0683-3,18.8,29.74,2020-03-09 00:00:00+00:00,86,Microbial ecology,,Before,Biological sciences
528,29,s41560-020-0567-z,17.8,30.44,2020-03-02 00:00:00+00:00,95,Electrochemistry,,Before,Physical sciences
529,29,s41560-020-0567-z,17.8,30.44,2020-03-02 00:00:00+00:00,96,Energy,,Before,Physical sciences
534,31,s41392-020-00251-2,16.1,27.01,2020-10-09 00:00:00+00:00,101,Lung cancer,,Before,Biological sciences
535,0,s41598-020-79395-8,15.8,21.17,2020-12-17 00:00:00+00:00,0,Civil engineering,,Before,Physical sciences
543,3,s41598-020-79009-3,16.9,25.63,2020-12-17 00:00:00+00:00,8,Health care,,Before,Health sciences
544,3,s41598-020-79009-3,16.9,25.63,2020-12-17 00:00:00+00:00,9,Physiology,,Before,Biological sciences
546,4,s41598-020-79037-z,15.5,26.9,2020-12-17 00:00:00+00:00,11,Developmental biology,,Before,Biological sciences
547,4,s41598-020-79037-z,15.5,26.9,2020-12-17 00:00:00+00:00,12,Genetics,,Before,Biological sciences
552,6,s41598-020-79028-0,15.5,26.71,2020-12-17 00:00:00+00:00,17,Computational biology and bioinformatics,,Before,Biological sciences
553,6,s41598-020-79028-0,15.5,26.71,2020-12-17 00:00:00+00:00,18,Mathematics and computing,,Before,Physical sciences
556,7,s41598-020-79056-w,16.5,29.33,2020-12-16 00:00:00+00:00,21,Cardiovascular diseases,,Before,Health sciences
564,10,s41598-020-79188-z,17.6,27.08,2020-12-17 00:00:00+00:00,29,Chemistry,,Before,Physical sciences
566,11,s41598-020-78563-0,16.5,27.71,2020-12-16 00:00:00+00:00,31,Environmental sciences,,Before,Earth and environmental sciences
567,11,s41598-020-78563-0,16.5,27.71,2020-12-16 00:00:00+00:00,32,Limnology,,Before,Earth and environmental sciences
568,12,s41598-020-78987-8,17.8,26.91,2020-12-16 00:00:00+00:00,33,Biomedical engineering,,Before,Physical sciences
569,12,s41598-020-78987-8,17.8,26.91,2020-12-16 00:00:00+00:00,34,Tissue engineering,,Before,Physical sciences
570,13,s41598-020-79171-8,16.6,27.77,2020-12-17 00:00:00+00:00,35,Biochemistry,,Before,Biological sciences
573,13,s41598-020-79171-8,16.6,27.77,2020-12-17 00:00:00+00:00,38,Immunology,,Before,Biological sciences
574,13,s41598-020-79171-8,16.6,27.77,2020-12-17 00:00:00+00:00,39,Microbiology,,Before,Biological sciences
575,13,s41598-020-79171-8,16.6,27.77,2020-12-17 00:00:00+00:00,40,Neurology,,Before,Health sciences
580,15,s41598-020-78695-3,14.5,23.48,2020-12-17 00:00:00+00:00,45,Plant physiology,,Before,Biological sciences
583,16,s41598-020-79190-5,16.3,27.42,2020-12-17 00:00:00+00:00,48,Spinal cord diseases,,Before,Health sciences
586,18,s41598-020-79327-6,18.4,33.5,2020-12-17 00:00:00+00:00,51,Biophysics,,Before,Biological sciences
587,18,s41598-020-79327-6,18.4,33.5,2020-12-17 00:00:00+00:00,52,Structural biology,,Before,Biological sciences
598,22,s41598-020-79247-5,15.1,24.81,2020-12-17 00:00:00+00:00,63,Neuroscience,,Before,Biological sciences
604,24,s41598-020-79049-9,16.9,29.22,2020-12-16 00:00:00+00:00,69,Biomarkers,,Before,Health sciences
605,24,s41598-020-79049-9,16.9,29.22,2020-12-16 00:00:00+00:00,70,Cancer,,Before,Biological sciences
606,24,s41598-020-79049-9,16.9,29.22,2020-12-16 00:00:00+00:00,71,Gastrointestinal cancer,,Before,Biological sciences
607,24,s41598-020-79049-9,16.9,29.22,2020-12-16 00:00:00+00:00,72,Gastrointestinal diseases,,Before,Health sciences
614,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,79,Diseases,,Before,Health sciences
615,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,80,Drug discovery,,Before,Biological sciences
616,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,81,Medical research,,Before,Health sciences
617,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,82,Molecular biology,,Before,Biological sciences
618,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,83,Pathogenesis,,Before,Health sciences
619,27,s41598-020-79400-0,17.4,25.34,2020-12-17 00:00:00+00:00,84,Plant sciences,,Before,Biological sciences
620,28,s41598-020-79301-2,16.8,29.34,2020-12-17 00:00:00+00:00,85,Biochemistry,,Before,Biological sciences
621,28,s41598-020-79301-2,16.8,29.34,2020-12-17 00:00:00+00:00,86,Cell biology,,Before,Biological sciences
622,28,s41598-020-79301-2,16.8,29.34,2020-12-17 00:00:00+00:00,87,Molecular biology,,Before,Biological sciences
623,28,s41598-020-79301-2,16.8,29.34,2020-12-17 00:00:00+00:00,88,Physiology,,Before,Biological sciences
625,29,s41598-020-78994-9,16.2,28.7,2020-12-16 00:00:00+00:00,90,Hydrology,,Before,Earth and environmental sciences
634,1,s41523-020-00192-7,15.6,25.57,2020-10-02 00:00:00+00:00,14,Breast cancer,,Before,Biological sciences
640,3,s41421-020-00198-2,16.4,29.33,2020-09-29 00:00:00+00:00,20,Structural biology,,Before,Biological sciences
641,4,s41420-020-00328-5,18.4,25.87,2020-09-29 00:00:00+00:00,21,Muscle stem cells,,Before,Biological sciences
644,5,s41523-020-00189-2,16.5,26.45,2020-10-02 00:00:00+00:00,24,Breast cancer,,Before,Biological sciences
649,7,s41526-020-00117-5,16.4,26.72,2020-10-01 00:00:00+00:00,29,Biomedical engineering,,Before,Physical sciences
650,7,s41526-020-00117-5,16.4,26.72,2020-10-01 00:00:00+00:00,30,Medical research,,Before,Health sciences
651,8,s41420-020-00321-y,20.6,37.0,2020-10-02 00:00:00+00:00,31,Environmental microbiology,,Before,Biological sciences
