,Unnamed: 0_x,doi,fk_idx,cole_idx,date,Unnamed: 0_y,subject,"doi,subject",period,Discipline
37516,21,s41893-023-01178-6,22.0,25.99,2023-08-14 00:00:00+00:00,73,Water resources,,After,Scientific community and society
37517,22,s41893-023-01209-2,21.6,38.97,2023-08-17 00:00:00+00:00,74,Chemical engineering,,After,Physical sciences
37520,23,s41612-023-00507-y,16.4,27.07,2023-11-10 00:00:00+00:00,79,Climate sciences,,After,Earth and environmental sciences
37521,23,s41612-023-00507-y,16.4,27.07,2023-11-10 00:00:00+00:00,80,Industry,,After,Scientific community and society
37522,24,s42003-023-05538-y,17.2,28.86,2023-11-11 00:00:00+00:00,81,Biophysics,,After,Biological sciences
37523,24,s42003-023-05538-y,17.2,28.86,2023-11-11 00:00:00+00:00,82,Biotechnology,,After,Biological sciences
37524,24,s42003-023-05538-y,17.2,28.86,2023-11-11 00:00:00+00:00,83,Cell biology,,After,Biological sciences
37529,25,s42003-023-05441-6,16.2,28.52,2023-11-10 00:00:00+00:00,88,Molecular neuroscience,,After,Biological sciences
37530,25,s42003-023-05441-6,16.2,28.52,2023-11-10 00:00:00+00:00,89,Neurophysiology,,After,Biological sciences
37533,1,s41928-023-00957-5,17.2,29.5,2023-05-04 00:00:00+00:00,2,Electrical and electronic engineering,,After,Physical sciences
37536,2,s42004-023-00999-y,15.6,30.25,2023-09-12 00:00:00+00:00,5,Synthetic chemistry methodology,,After,Physical sciences
37537,2,s42004-023-00999-y,15.6,30.25,2023-09-12 00:00:00+00:00,6,Stereochemistry,,After,Physical sciences
37539,4,s41893-023-01073-0,17.7,29.91,2023-02-09 00:00:00+00:00,8,Agriculture,,After,Scientific community and society
37540,4,s41893-023-01073-0,17.7,29.91,2023-02-09 00:00:00+00:00,9,Geography,,After,Scientific community and society
37543,5,s41893-022-01049-6,18.8,33.05,2023-02-06 00:00:00+00:00,12,Tropical ecology,,After,Biological sciences
37544,6,s41893-023-01074-z,19.1,26.16,2023-02-13 00:00:00+00:00,13,Agriculture,,After,Scientific community and society
37550,8,s41893-023-01127-3,16.7,29.86,2023-05-22 00:00:00+00:00,19,Agroecology,,After,Biological sciences
37551,8,s41893-023-01127-3,16.7,29.86,2023-05-22 00:00:00+00:00,20,Behavioural ecology,,After,Biological sciences
37553,9,s42003-023-05559-7,16.3,25.4,2023-11-21 00:00:00+00:00,25,Bacterial evolution,,After,Biological sciences
37555,9,s42003-023-05559-7,16.3,25.4,2023-11-21 00:00:00+00:00,27,Marine microbiology,,After,Biological sciences
37556,9,s42003-023-05559-7,16.3,25.4,2023-11-21 00:00:00+00:00,28,Water microbiology,,After,Biological sciences
37575,17,s42003-023-05553-z,16.9,29.62,2023-11-22 00:00:00+00:00,61,Coevolution,,After,Biological sciences
37580,19,s42003-023-05433-6,17.4,29.16,2023-11-22 00:00:00+00:00,66,Breast cancer,,After,Biological sciences
37584,21,s42003-023-05551-1,15.7,25.92,2023-11-21 00:00:00+00:00,70,Development,,After,Biological sciences
37599,0,s41559-023-02018-8,17.7,29.62,2023-04-03 00:00:00+00:00,1,Molecular evolution,,After,Biological sciences
37601,1,s41562-023-01734-2,19.9,34.27,2023-11-20 00:00:00+00:00,3,Science,,After,Physical sciences
37604,2,s41551-023-01122-1,18.5,29.92,2023-11-01 00:00:00+00:00,6,Breast cancer,,After,Biological sciences
37605,3,s41538-023-00234-x,15.2,23.71,2023-12-06 00:00:00+00:00,7,Agriculture,,After,Scientific community and society
37606,3,s41538-023-00234-x,15.2,23.71,2023-12-06 00:00:00+00:00,8,Science,,After,Physical sciences
37608,3,s41538-023-00234-x,15.2,23.71,2023-12-06 00:00:00+00:00,10,Technology,,After,Physical sciences
37611,5,s41550-023-02085-8,15.0,21.28,2023-10-17 00:00:00+00:00,13,Magnetospheric physics,,After,Physical sciences
37612,5,s41550-023-02085-8,15.0,21.28,2023-10-17 00:00:00+00:00,14,Solar physics,,After,Physical sciences
37620,8,s41559-023-02127-4,16.8,26.32,2023-07-17 00:00:00+00:00,22,Coevolution,,After,Biological sciences
37628,11,s41551-023-01100-7,17.2,24.24,2023-10-17 00:00:00+00:00,30, photonics and device physics,,After,Physical sciences
37629,11,s41551-023-01100-7,17.2,24.24,2023-10-17 00:00:00+00:00,31,Gastrointestinal cancer,,After,Biological sciences
37634,12,s41559-023-02163-0,16.6,47.16,2023-07-24 00:00:00+00:00,36,Theoretical ecology,,After,Biological sciences
37635,13,s41551-023-01103-4,18.9,23.49,2023-10-17 00:00:00+00:00,37,Biomedical engineering,,After,Physical sciences
37637,14,s41559-023-02083-z,16.5,28.99,2023-06-01 00:00:00+00:00,39,Climate-change ecology,,After,Biological sciences
37639,15,s41559-022-01974-x,17.4,31.02,2023-06-02 00:00:00+00:00,41,Evolution,,After,Biological sciences
37643,17,s41550-023-01973-3,14.8,26.83,2023-05-25 00:00:00+00:00,45,Solar physics,,After,Physical sciences
37647,19,s41570-023-00544-4,17.6,24.08,2023-09-20 00:00:00+00:00,49,Electrochemistry,,After,Physical sciences
37653,21,s41559-023-02148-z,17.8,29.91,2023-07-31 00:00:00+00:00,55,Community ecology,,After,Biological sciences
37654,21,s41559-023-02148-z,17.8,29.91,2023-07-31 00:00:00+00:00,56,Computational biology and bioinformatics,,After,Biological sciences
37657,23,s41570-023-00535-5,18.5,16.2,2023-08-22 00:00:00+00:00,59,Electrochemistry,,After,Physical sciences
37662,25,s41570-023-00539-1,17.8,15.96,2023-08-24 00:00:00+00:00,64,Polymer chemistry,,After,Physical sciences
37664,26,s41559-023-02111-y,17.3,29.97,2023-07-10 00:00:00+00:00,66,Behavioural ecology,,After,Biological sciences
37665,26,s41559-023-02111-y,17.3,29.97,2023-07-10 00:00:00+00:00,67,Evolutionary ecology,,After,Biological sciences
37667,27,s41550-023-02030-9,20.9,30.85,2023-07-13 00:00:00+00:00,69,Computational astrophysics,,After,Physical sciences
37669,27,s41550-023-02030-9,20.9,30.85,2023-07-13 00:00:00+00:00,71,Solar physics,,After,Physical sciences
37683,2,s41538-023-00239-6,16.7,28.87,2023-11-28 00:00:00+00:00,4,Agriculture,,After,Scientific community and society
37684,2,s41538-023-00239-6,16.7,28.87,2023-11-28 00:00:00+00:00,5,Environmental sciences,,After,Earth and environmental sciences
37687,4,s41562-023-01626-5,16.9,31.59,2023-06-15 00:00:00+00:00,8,Cognitive neuroscience,,After,Biological sciences
37688,4,s41562-023-01626-5,16.9,31.59,2023-06-15 00:00:00+00:00,9,Computational neuroscience,,After,Biological sciences
37689,5,s41551-023-01045-x,17.3,30.02,2023-06-12 00:00:00+00:00,10,Biomedical engineering,,After,Physical sciences
37690,5,s41551-023-01045-x,17.3,30.02,2023-06-12 00:00:00+00:00,11,Health care,,After,Health sciences
37698,8,s41559-023-02228-0,17.8,49.25,2023-10-02 00:00:00+00:00,19,Zoology,,After,Biological sciences
37702,10,s41551-023-01048-8,17.2,27.14,2023-06-08 00:00:00+00:00,23,Cancer immunotherapy,,After,Biological sciences
37705,12,s41529-023-00407-9,14.9,24.92,2023-11-29 00:00:00+00:00,26,Civil engineering,,After,Physical sciences
37706,12,s41529-023-00407-9,14.9,24.92,2023-11-29 00:00:00+00:00,27,Fungal physiology,,After,Biological sciences
37709,14,s41559-023-02094-w,19.2,33.05,2023-06-12 00:00:00+00:00,30,Evolutionary biology,,After,Biological sciences
37710,14,s41559-023-02094-w,19.2,33.05,2023-06-12 00:00:00+00:00,31,Evolutionary genetics,,After,Biological sciences
37712,15,s41559-023-02214-6,17.0,29.4,2023-10-02 00:00:00+00:00,33,Experimental evolution,,After,Biological sciences
37713,15,s41559-023-02214-6,17.0,29.4,2023-10-02 00:00:00+00:00,34,Microbial ecology,,After,Biological sciences
37715,16,s41559-023-02118-5,16.4,54.29,2023-06-21 00:00:00+00:00,36,Viral evolution,,After,Biological sciences
37722,20,s41559-023-02029-5,17.3,26.79,2023-03-30 00:00:00+00:00,43,Coevolution,,After,Biological sciences
37723,20,s41559-023-02029-5,17.3,26.79,2023-03-30 00:00:00+00:00,44,Evolutionary genetics,,After,Biological sciences
37727,21,s41559-023-02010-2,15.4,25.51,2023-04-06 00:00:00+00:00,48,Molecular evolution,,After,Biological sciences
37731,22,s41559-023-02013-z,16.2,27.24,2023-03-27 00:00:00+00:00,52,Microbial ecology,,After,Biological sciences
37734,23,s41551-023-01015-3,17.4,28.75,2023-04-06 00:00:00+00:00,55,Cancer screening,,After,Biological sciences
37737,24,s41562-023-01582-0,16.7,26.84,2023-04-10 00:00:00+00:00,58,Science,,After,Physical sciences
37739,25,s41551-023-01022-4,16.7,25.75,2023-04-10 00:00:00+00:00,60,Biomedical engineering,,After,Physical sciences
37743,26,s41559-023-02028-6,16.9,25.63,2023-04-03 00:00:00+00:00,64,Culture,,After,Scientific community and society
37744,26,s41559-023-02028-6,16.9,25.63,2023-04-03 00:00:00+00:00,65,Ecology,,After,Biological sciences
37745,26,s41559-023-02028-6,16.9,25.63,2023-04-03 00:00:00+00:00,66,Evolution,,After,Biological sciences
37751,29,s41562-023-01585-x,18.7,32.12,2023-04-06 00:00:00+00:00,72,Risk factors,,After,Health sciences
37752,30,s41559-023-02021-z,16.7,25.97,2023-03-30 00:00:00+00:00,73,Community ecology,,After,Biological sciences
37755,30,s41559-023-02021-z,16.7,25.97,2023-03-30 00:00:00+00:00,76,Microbial ecology,,After,Biological sciences
37762,5,s44296-023-00003-7,18.0,28.41,2023-11-27 00:00:00+00:00,44,Biogeochemistry,,After,Earth and environmental sciences
37764,5,s44296-023-00003-7,18.0,28.41,2023-11-27 00:00:00+00:00,46,Environmental chemistry,,After,Physical sciences
37765,5,s44296-023-00003-7,18.0,28.41,2023-11-27 00:00:00+00:00,47,Environmental sciences,,After,Earth and environmental sciences
37768,0,s44172-023-00087-y,15.6,27.76,2023-06-13 00:00:00+00:00,0,Aerospace engineering,,After,Physical sciences
37769,0,s44172-023-00087-y,15.6,27.76,2023-06-13 00:00:00+00:00,1,Mechanical engineering,,After,Physical sciences
37774,3,s44172-023-00129-5,16.7,26.32,2023-11-06 00:00:00+00:00,17,Mechanical engineering,,After,Physical sciences
37777,5,s44172-023-00085-0,15.8,27.99,2023-06-02 00:00:00+00:00,20,Mechanical engineering,,After,Physical sciences
37784,7,s44185-023-00025-3,19.8,55.03,2023-09-12 00:00:00+00:00,32,Scientific community,,After,Scientific community and society
37789,9,s44172-023-00074-3,17.2,26.85,2023-05-11 00:00:00+00:00,41,Electrical and electronic engineering,,After,Physical sciences
37790,10,s44172-023-00079-y,17.9,27.83,2023-05-19 00:00:00+00:00,42,Environmental sciences,,After,Earth and environmental sciences
37791,10,s44172-023-00079-y,17.9,27.83,2023-05-19 00:00:00+00:00,43,Mechanical engineering,,After,Physical sciences
37792,11,s44185-023-00016-4,18.0,26.1,2023-05-18 00:00:00+00:00,44,Biogeography,,After,Scientific community and society
37793,11,s44185-023-00016-4,18.0,26.1,2023-05-18 00:00:00+00:00,45,Grassland ecology,,After,Biological sciences
37796,12,s44184-023-00026-x,15.6,25.97,2023-05-15 00:00:00+00:00,48,Health care,,After,Health sciences
37798,13,s44172-023-00066-3,18.6,32.41,2023-05-16 00:00:00+00:00,50,Biomedical engineering,,After,Physical sciences
37805,15,s44184-023-00025-y,17.0,26.38,2023-04-18 00:00:00+00:00,69,Health care,,After,Health sciences
37809,16,s44172-023-00071-6,19.9,28.24,2023-04-29 00:00:00+00:00,73,Electrical and electronic engineering,,After,Physical sciences
37810,16,s44172-023-00071-6,19.9,28.24,2023-04-29 00:00:00+00:00,74,Mechanical engineering,,After,Physical sciences
37811,17,s44183-023-00011-z,17.3,31.18,2023-05-03 00:00:00+00:00,75,Climate sciences,,After,Earth and environmental sciences
37812,17,s44183-023-00011-z,17.3,31.18,2023-05-03 00:00:00+00:00,76,Ecology,,After,Biological sciences
37814,17,s44183-023-00011-z,17.3,31.18,2023-05-03 00:00:00+00:00,78,Ocean sciences,,After,Earth and environmental sciences
37815,17,s44183-023-00011-z,17.3,31.18,2023-05-03 00:00:00+00:00,79,Social sciences,,After,Scientific community and society
37817,18,s44172-023-00067-2,15.7,27.59,2023-04-19 00:00:00+00:00,81,Electrical and electronic engineering,,After,Physical sciences
37820,19,s44184-023-00028-9,16.3,27.83,2023-05-03 00:00:00+00:00,84,Society,,After,Scientific community and society
37823,20,s44172-023-00065-4,17.4,30.2,2023-04-25 00:00:00+00:00,87,Electrical and electronic engineering,,After,Physical sciences
37832,0,s41420-023-01696-4,18.5,28.42,2023-12-08 00:00:00+00:00,9,Cancer therapeutic resistance,,After,Biological sciences
37834,0,s41420-023-01696-4,18.5,28.42,2023-12-08 00:00:00+00:00,11,Prostate cancer,,After,Biological sciences
37837,1,s41522-023-00459-4,17.6,26.39,2023-12-07 00:00:00+00:00,14,Environmental microbiology,,After,Biological sciences
37839,2,s41420-023-01739-w,17.3,29.51,2023-12-08 00:00:00+00:00,16,Cellular neuroscience,,After,Biological sciences
37848,6,s41420-023-01735-0,17.8,26.63,2023-12-08 00:00:00+00:00,27,Cancer,,After,Biological sciences
37851,7,s41522-023-00462-9,17.8,28.75,2023-12-07 00:00:00+00:00,32,Microbiology,,After,Biological sciences
37860,11,s41531-023-00604-y,18.0,33.33,2023-12-07 00:00:00+00:00,41,Diseases of the nervous system,,After,Health sciences
37861,11,s41531-023-00604-y,18.0,33.33,2023-12-07 00:00:00+00:00,42,Neuroscience,,After,Biological sciences
37864,13,s41378-023-00603-2,15.2,26.09,2023-10-16 00:00:00+00:00,45,Nanobiotechnology,,After,Biological sciences
37865,13,s41378-023-00603-2,15.2,26.09,2023-10-16 00:00:00+00:00,46,Optical physics,,After,Physical sciences
37872,17,s41477-023-01442-9,15.4,24.64,2023-06-15 00:00:00+00:00,53,Biological techniques,,After,Biological sciences
37873,17,s41477-023-01442-9,15.4,24.64,2023-06-15 00:00:00+00:00,54,Cell biology,,After,Biological sciences
37874,17,s41477-023-01442-9,15.4,24.64,2023-06-15 00:00:00+00:00,55,Plant cell biology,,After,Biological sciences
37877,19,s41551-023-01096-0,22.3,56.96,2023-08-30 00:00:00+00:00,67,Cancer models,,After,Biological sciences
37883,21,s41477-023-01464-3,20.8,37.51,2023-07-20 00:00:00+00:00,73,Plant evolution,,After,Biological sciences
37884,21,s41477-023-01464-3,20.8,37.51,2023-07-20 00:00:00+00:00,74,Population genetics,,After,Biological sciences
37887,0,s44161-023-00336-5,17.1,27.37,2023-09-28 00:00:00+00:00,2,Microbiology,,After,Biological sciences
37888,1,s44159-023-00231-7,15.4,17.75,2023-08-29 00:00:00+00:00,5,Psychology,,After,Biological sciences
37891,3,s44160-023-00277-8,16.7,30.25,2023-03-30 00:00:00+00:00,24,Medicinal chemistry,,After,Physical sciences
37892,3,s44160-023-00277-8,16.7,30.25,2023-03-30 00:00:00+00:00,25,Synthetic chemistry methodology,,After,Physical sciences
37893,4,s44161-023-00389-6,20.0,56.96,2023-11-16 00:00:00+00:00,46,Haematopoietic stem cells,,After,Biological sciences
37898,5,s44185-023-00032-4,15.8,28.86,2023-12-21 00:00:00+00:00,51,Community ecology,,After,Biological sciences
37899,5,s44185-023-00032-4,15.8,28.86,2023-12-21 00:00:00+00:00,52,Ecology,,After,Biological sciences
37900,5,s44185-023-00032-4,15.8,28.86,2023-12-21 00:00:00+00:00,53,Ecosystem ecology,,After,Biological sciences
37901,5,s44185-023-00032-4,15.8,28.86,2023-12-21 00:00:00+00:00,54,Grassland ecology,,After,Biological sciences
37903,6,s44172-023-00150-8,16.5,29.33,2023-12-21 00:00:00+00:00,58,Biophysics,,After,Biological sciences
37904,6,s44172-023-00150-8,16.5,29.33,2023-12-21 00:00:00+00:00,59,Neuronal physiology,,After,Biological sciences
37918,2,s41392-023-01636-9,17.2,25.28,2023-10-13 00:00:00+00:00,6,Paediatric cancer,,After,Biological sciences
37925,6,s41392-023-01634-x,16.4,28.06,2023-10-11 00:00:00+00:00,13,Respiratory tract diseases,,After,Health sciences
37927,7,s41525-023-00373-w,18.5,25.58,2023-10-11 00:00:00+00:00,15,Medical genetics,,After,Biological sciences
37928,8,s41541-023-00749-0,19.2,26.45,2023-10-10 00:00:00+00:00,16,Immunology,,After,Biological sciences
37930,9,s41541-023-00732-9,16.8,29.4,2023-10-09 00:00:00+00:00,18,Infectious diseases,,After,Health sciences
37934,11,s41392-023-01635-w,17.4,29.1,2023-10-13 00:00:00+00:00,22,Cardiovascular diseases,,After,Health sciences
37941,13,s41535-023-00590-7,17.2,31.47,2023-10-13 00:00:00+00:00,29,Physics,,After,Physical sciences
37945,14,s41536-023-00333-z,17.1,28.53,2023-10-13 00:00:00+00:00,33,Tissue engineering,,After,Physical sciences
37958,19,s41560-023-01299-4,15.3,15.66,2023-06-23 00:00:00+00:00,46,Chemical engineering,,After,Physical sciences
37965,22,s41560-023-01257-0,19.9,22.86,2023-04-24 00:00:00+00:00,53,Electrochemistry,,After,Physical sciences
37966,23,s41392-023-01650-x,16.2,29.51,2023-10-06 00:00:00+00:00,54,Infectious diseases,,After,Health sciences
37976,28,s41535-023-00585-4,14.9,27.24,2023-10-05 00:00:00+00:00,64,Condensed-matter physics,,After,Physical sciences
37989,3,s42254-023-00554-7,14.5,14.57,2023-01-11 00:00:00+00:00,5,Biological physics,,After,Physical sciences
37990,4,s42254-023-00625-9,17.6,22.1,2023-08-09 00:00:00+00:00,6,Physics,,After,Physical sciences
37991,4,s42254-023-00625-9,17.6,22.1,2023-08-09 00:00:00+00:00,7,Scientific community and society,,After,Scientific community and society
37992,5,s42255-023-00862-3,17.4,28.7,2023-08-03 00:00:00+00:00,8,Cancer metabolism,,After,Biological sciences
37996,6,s42255-023-00811-0,17.7,26.45,2023-06-05 00:00:00+00:00,12,Metabolic diseases,,After,Health sciences
38000,7,s42255-023-00842-7,19.7,26.1,2023-06-26 00:00:00+00:00,16,Endocrinology,,After,Health sciences
38006,9,s42255-023-00848-1,18.1,24.82,2023-06-22 00:00:00+00:00,22,Cancer metabolism,,After,Biological sciences
38010,10,s42255-023-00810-1,17.3,24.82,2023-06-19 00:00:00+00:00,26,Mesenchymal stem cells,,After,Biological sciences
38017,13,s42254-023-00626-8,16.6,26.96,2023-08-22 00:00:00+00:00,33,Environmental sciences,,After,Earth and environmental sciences
38021,14,s42255-023-00864-1,16.0,26.5,2023-08-23 00:00:00+00:00,37,Diseases,,After,Health sciences
38023,15,s42255-023-00835-6,19.5,32.18,2023-07-17 00:00:00+00:00,39,Cell biology,,After,Biological sciences
38035,19,s42255-023-00858-z,15.8,26.89,2023-07-31 00:00:00+00:00,51,Biological techniques,,After,Biological sciences
38039,20,s42255-023-00868-x,18.6,33.22,2023-09-14 00:00:00+00:00,55,Neurophysiology,,After,Biological sciences
38045,23,s42255-023-00822-x,18.2,23.21,2023-06-12 00:00:00+00:00,61,Neuroendocrinology,,After,Health sciences
38052,26,s42255-023-00845-4,18.0,27.43,2023-07-17 00:00:00+00:00,68,Cellular neuroscience,,After,Biological sciences
38061,29,s42255-023-00770-6,18.0,29.58,2023-05-30 00:00:00+00:00,77,Endocrine system and metabolic diseases,,After,Health sciences
38067,0,s44184-023-00032-z,17.9,29.28,2023-07-24 00:00:00+00:00,4,Health care,,After,Health sciences
38069,0,s44184-023-00032-z,17.9,29.28,2023-07-24 00:00:00+00:00,6,Psychology,,After,Biological sciences
38070,1,s44172-023-00102-2,16.1,24.64,2023-07-28 00:00:00+00:00,7,Biomedical engineering,,After,Physical sciences
38071,1,s44172-023-00102-2,16.1,24.64,2023-07-28 00:00:00+00:00,8,Electrical and electronic engineering,,After,Physical sciences
38072,2,s44172-023-00098-9,16.7,23.6,2023-07-27 00:00:00+00:00,9,Biomedical engineering,,After,Physical sciences
38073,2,s44172-023-00098-9,16.7,23.6,2023-07-27 00:00:00+00:00,10,Cancer therapy,,After,Biological sciences
38074,2,s44172-023-00098-9,16.7,23.6,2023-07-27 00:00:00+00:00,11,Mechanical engineering,,After,Physical sciences
38080,5,s44172-023-00103-1,15.7,27.65,2023-08-01 00:00:00+00:00,17,Electrical and electronic engineering,,After,Physical sciences
38084,7,s44184-023-00040-z,16.7,25.27,2023-11-20 00:00:00+00:00,29,Biomedical engineering,,After,Physical sciences
38085,7,s44184-023-00040-z,16.7,25.27,2023-11-20 00:00:00+00:00,30,Electrical and electronic engineering,,After,Physical sciences
38087,8,s44172-023-00100-4,18.5,29.86,2023-07-18 00:00:00+00:00,34,Aerospace engineering,,After,Physical sciences
38088,8,s44172-023-00100-4,18.5,29.86,2023-07-18 00:00:00+00:00,35,Engineering,,After,Physical sciences
38089,9,s44172-023-00099-8,15.9,22.91,2023-07-15 00:00:00+00:00,36,Civil engineering,,After,Physical sciences
38091,9,s44172-023-00099-8,15.9,22.91,2023-07-15 00:00:00+00:00,38,Natural hazards,,After,Earth and environmental sciences
38094,11,s44183-023-00016-8,17.3,27.14,2023-07-11 00:00:00+00:00,67,Climate sciences,,After,Earth and environmental sciences
38095,11,s44183-023-00016-8,17.3,27.14,2023-07-11 00:00:00+00:00,68,Ocean sciences,,After,Earth and environmental sciences
38097,12,s44185-023-00020-8,17.9,29.62,2023-07-07 00:00:00+00:00,70,Ecological genetics,,After,Biological sciences
38098,12,s44185-023-00020-8,17.9,29.62,2023-07-07 00:00:00+00:00,71,Evolutionary genetics,,After,Biological sciences
38100,12,s44185-023-00020-8,17.9,29.62,2023-07-07 00:00:00+00:00,73,Population genetics,,After,Biological sciences
38101,13,s44172-023-00091-2,16.3,24.81,2023-07-12 00:00:00+00:00,74,Biomedical engineering,,After,Physical sciences
38102,13,s44172-023-00091-2,16.3,24.81,2023-07-12 00:00:00+00:00,75,Mechanical engineering,,After,Physical sciences
38107,15,s44184-023-00029-8,17.7,29.45,2023-07-04 00:00:00+00:00,80,Psychology,,After,Biological sciences
38108,16,s44168-023-00045-6,16.3,24.35,2023-07-10 00:00:00+00:00,81,Environmental social sciences,,After,Earth and environmental sciences
38109,16,s44168-023-00045-6,16.3,24.35,2023-07-10 00:00:00+00:00,82,Social sciences,,After,Scientific community and society
38110,17,s44172-023-00092-1,16.0,27.01,2023-07-11 00:00:00+00:00,83,Civil engineering,,After,Physical sciences
38113,18,s44172-023-00114-y,22.2,61.35,2023-10-03 00:00:00+00:00,86,Electrical and electronic engineering,,After,Physical sciences
38116,0,s41564-023-01521-9,18.1,26.61,2023-12-27 00:00:00+00:00,5,Microbial ecology,,After,Biological sciences
38117,1,s41551-023-01160-9,18.5,28.99,2023-12-28 00:00:00+00:00,7,Biomedical engineering,,After,Physical sciences
38119,1,s41551-023-01160-9,18.5,28.99,2023-12-28 00:00:00+00:00,9,Skin diseases,,After,Health sciences
38122,3,s41578-023-00640-3,16.2,15.1,2023-12-21 00:00:00+00:00,17,Chemical physics,,After,Physical sciences
38124,3,s41578-023-00640-3,16.2,15.1,2023-12-21 00:00:00+00:00,19,Organic molecules in materials science,,After,Physical sciences
38125,3,s41578-023-00640-3,16.2,15.1,2023-12-21 00:00:00+00:00,20,Photochemistry,,After,Physical sciences
38129,5,s41564-023-01577-7,21.0,58.92,2023-12-19 00:00:00+00:00,24,Diseases,,After,Health sciences
38131,5,s41564-023-01577-7,21.0,58.92,2023-12-19 00:00:00+00:00,26,Physiology,,After,Biological sciences
38137,8,s41578-023-00639-w,19.3,19.61,2023-12-21 00:00:00+00:00,37,Biomedical engineering,,After,Physical sciences
38139,9,s41578-023-00635-0,17.6,24.75,2023-12-18 00:00:00+00:00,43,Materials chemistry,,After,Physical sciences
38143,10,s41564-023-01542-4,17.6,32.99,2023-12-27 00:00:00+00:00,47,Fungal evolution,,After,Biological sciences
38146,12,s41564-023-01530-8,21.1,36.02,2023-12-05 00:00:00+00:00,55,Environmental social sciences,,After,Earth and environmental sciences
38148,12,s41564-023-01530-8,21.1,36.02,2023-12-05 00:00:00+00:00,57,Phylogenetics,,After,Biological sciences
38149,12,s41564-023-01530-8,21.1,36.02,2023-12-05 00:00:00+00:00,58,Risk factors,,After,Health sciences
38152,0,s41578-023-00580-y,17.6,24.13,2023-06-28 00:00:00+00:00,1,Energy,,After,Physical sciences
38157,2,s41560-023-01290-z,18.2,19.56,2023-06-23 00:00:00+00:00,6,Electrochemistry,,After,Physical sciences
38160,3,s41560-023-01293-w,15.2,17.98,2023-06-23 00:00:00+00:00,9,Energy and society,,After,Scientific community and society
38177,10,s41560-023-01313-9,14.8,22.5,2023-09-06 00:00:00+00:00,26,Materials science,,After,Physical sciences
38178,10,s41560-023-01313-9,14.8,22.5,2023-09-06 00:00:00+00:00,27,Physics,,After,Physical sciences
38181,11,s41560-023-01233-8,17.6,31.31,2023-03-30 00:00:00+00:00,30,Materials science,,After,Physical sciences
38183,12,s41564-023-01354-6,16.0,28.63,2023-04-10 00:00:00+00:00,32,Cell biology,,After,Biological sciences
38185,13,s41560-023-01240-9,17.9,29.97,2023-04-06 00:00:00+00:00,34,Electrochemistry,,After,Physical sciences
38186,13,s41560-023-01240-9,17.9,29.97,2023-04-06 00:00:00+00:00,35,Energy,,After,Physical sciences
38189,14,s41560-023-01342-4,17.2,27.08,2023-09-05 00:00:00+00:00,38,Photochemistry,,After,Physical sciences
38192,15,s41564-023-01352-8,19.6,32.82,2023-04-03 00:00:00+00:00,41,Mucosal immunology,,After,Biological sciences
38194,16,s41560-023-01241-8,16.9,25.0,2023-04-10 00:00:00+00:00,43,Atmospheric chemistry,,After,Physical sciences
38195,16,s41560-023-01241-8,16.9,25.0,2023-04-10 00:00:00+00:00,44,Energy and society,,After,Scientific community and society
38199,18,s41564-023-01466-z,18.2,25.23,2023-09-07 00:00:00+00:00,48,Climate sciences,,After,Earth and environmental sciences
38200,18,s41564-023-01466-z,18.2,25.23,2023-09-07 00:00:00+00:00,49,Plant sciences,,After,Biological sciences
38203,19,s41564-023-01346-6,18.6,28.47,2023-04-10 00:00:00+00:00,52,Mucosal immunology,,After,Biological sciences
38207,20,s41578-023-00563-z,15.3,19.26,2023-04-24 00:00:00+00:00,56,Solid-state chemistry,,After,Physical sciences
38211,22,s41560-023-01247-2,18.5,30.26,2023-04-10 00:00:00+00:00,60,Energy science and technology,,After,Physical sciences
38213,23,s41564-023-01360-8,15.5,26.84,2023-04-13 00:00:00+00:00,62,Applied microbiology,,After,Biological sciences
38214,23,s41564-023-01360-8,15.5,26.84,2023-04-13 00:00:00+00:00,63,Microbiology,,After,Biological sciences
38217,25,s41562-023-01752-0,22.0,27.21,2023-11-02 00:00:00+00:00,66,Science,,After,Physical sciences
38237,1,s44172-023-00127-7,18.5,30.6,2023-11-24 00:00:00+00:00,16,Electrical and electronic engineering,,After,Physical sciences
38239,2,s44161-023-00219-9,17.0,27.72,2023-02-15 00:00:00+00:00,25,Cell biology,,After,Biological sciences
38245,4,s44160-023-00292-9,17.2,30.26,2023-04-17 00:00:00+00:00,42,Coordination chemistry,,After,Physical sciences
38247,0,s43018-023-00699-5,17.8,28.99,2023-12-27 00:00:00+00:00,0,Cancer,,After,Biological sciences
38249,1,s42256-023-00759-6,16.6,29.5,2023-12-18 00:00:00+00:00,2,Computational biology and bioinformatics,,After,Biological sciences
38250,1,s42256-023-00759-6,16.6,29.5,2023-12-18 00:00:00+00:00,3,Computational chemistry,,After,Physical sciences
38251,1,s42256-023-00759-6,16.6,29.5,2023-12-18 00:00:00+00:00,4,Drug discovery,,After,Biological sciences
38255,2,s42256-023-00765-8,17.8,35.53,2023-12-12 00:00:00+00:00,8,Science,,After,Physical sciences
38258,3,s42255-023-00928-2,17.0,30.02,2023-12-14 00:00:00+00:00,11,Iron,,After,Earth and environmental sciences
38262,4,s42255-023-00936-2,16.1,27.18,2023-12-08 00:00:00+00:00,15,Cancer metabolism,,After,Biological sciences
